id,title,bin,lunch_duration_in_minutes,enabled,created_at,updated_at,work_scheme_id,client_type_id,responsible_manager_id,image,balance,rating,contract_number,contract_date,contract,director,city_id,address,phone,email,website,certificate_series,certificate_number,certificate_date,fines,nds,is_blocked,blocked_at,block_expires_at,work_schema,partner_id,commission,image_disk,contract_disk
205,ТОО AQUILA LOGISTICS,230140006306,"0","0",,,,,,,"0",,,,,,2,,,,,,,,,,,,,,4,"0",,
206,ТОО PIPE-PLAST Г. АЛМАТЫ,211040012970,"0","0",,,,,,,"0",,,,,,2,,,,,,,,,,,,,,4,"0",,
183,6,6,"0","0",,2026-02-11 10:27:46,,,3531,,"0",,6,1111-03-12,companies/contracts/2u0xjfXXxOzi1QhwFS3hxqlU1qE9penF1RNa2RWw.pdf,Афы ы,5,1,1546465456,,,,,,,,,,,,4,"0",,
213,ТОО УСТЬ-КАМЕНОГОРСКИЙ МУКОМОЛЬНЫЙ КОМБИНАТ,990940000839,"0","0",,,,,,,"0",,,,,,30,,,,,,,,,,,,,,4,"0",,
218,ТОО APPLE CITY CORPS,"060840003599","0","0",,,,,,,"0",,,,,,2,,,,,,,,,,,,,,4,"0",,
220,ЧАСТНАЯ КОМПАНИЯ ASTANA LOGISTICS SERVICE LTD,210940900489,"0","0",,,,,,,"0",,,,,,1,,,,,,,,,,,,,,4,"0",,
221,ЧАСТНАЯ КОМПАНИЯ SILK ROAD RESOURCES LTD,240140900544,"0","0",,,,,,,"0",,,,,,1,,,,,,,,,,,,,,4,"0",,
225,"Товарищество с ограниченной ответственностью ""Яблоко Бьюти Маркет KZ""",210540005589,"0","0",,,,,,,"0",,,,,,2,,,,,,,,,,,,,,4,"0",,
358,ИСПЫТАТЕЛЬ,111222333444,"0","0",2025-09-27 08:53:59,2025-09-27 08:53:59,,,1129,,"0",,1-тест,2025-09-01,companies/contracts/kU9RF7ZPwjkWZfaDCJDEzQKN9HSjGMM7VTL5dKMy.zip,Кузьмин Алексей,1,Алтыбакан 1,7052404612,kaleg80@gmail.com,,,,,,"0",,,,,4,"0",,
360,Тестовая компания Амарант,4552455425,"0","0",2025-10-02 16:22:55,2025-10-02 16:22:55,,,3499,,"0",,5515,2025-09-29,companies/contracts/VItwEiIzMMwSYPFRYaMEIBStHBWWvwlz1ibUuDZc.pdf,Свиридов Сергей Николаевич,2,"8мкр, д.15",7652532532,,,,,,,"0",,,,,4,"0",,
361,Тестовая компания Амарант2,652556321,"0","0",2025-10-02 16:30:27,2025-10-02 16:30:27,,,3499,,"0",,45454,2024-10-10,companies/contracts/iVlBRg3UK5ruxIejvXpbLN6oAzOpnmjjTH34oQM4,Веселов Сергей Степанович,31,"ул. Ибрагим-ата, д. 25",7425253563,,,,,,,"0",,,,,4,"0",,
362,Тестовая компания 4,151151,"0","0",2025-10-02 16:32:25,2025-10-02 16:32:25,,,3499,,"0",,565512,2025-09-29,companies/contracts/kvNcSzVo0rEVeaS74KyWYOqlKerF4FrSyh8xCOoX.pdf,Соколов Олег Николаевич,36,"8мкр, д.15",7563531313,,,,,,,"0",,,,,4,"0",,
364,Тестовая компания 5,151151,"0","0",2025-10-02 16:35:17,2025-10-02 16:35:17,,,1129,,"0",,6454152,2025-09-30,companies/contracts/Vsu4gqUax4BUK1YBRoPlhukQZwX552HNtfTtV3Aw,укак кепке еренр,45,"8мкр, д.15",7523663363,,,,,,,"0",,,,,4,"0",,
380,ТОО НӘТИЖЕ-ТӘТТІ,201240020481,"0","0",2025-10-07 16:15:02,2025-10-07 16:15:02,,,3531,,"0",,1111,1111-11-11,companies/contracts/O3eEVROjaVF5Jn3K4d4JTDbSzsZ25d4x8Sf3k32b.png,Әшім Е М,11,Район Бокейхан уч. квартал 089 стр.401,7777777777,,,,,,,"0",,,,,4,"0",,
443,ОЗОН Маркетплейс Казахстан»,180200401198,"0","0",2025-11-30 21:33:19,2025-11-30 21:33:19,,,3531,,"0",,180-25,2025-09-01,companies/contracts/N0ienZLtb64LrzJBSaeZv4UAnh1VlRYxToQlkOqL.pdf,Куанышева Лаура Слямканован,2,"Карасайский район, с. Береке, АКХ Жетысу, 1095",7011211534,,,,,,,"0",,,,,2,"0",,
180,На удаление 1,11111111111,"0","0",,2025-12-29 15:11:36,,,3531,,"0",,111,1111-11-11,companies/contracts/3lf6c9tipaDr4YMTxaXBZaeELv7pA2VpYwNa9xDq.pdf,А А,6,1,1231232132,,,,,,,"0",,2025-11-16 19:54:16,2025-12-29 15:11:04,,4,"0",,
158,4,2345687951,"0","0",,2026-02-06 12:19:06,,,3531,,"0",,1111,1111-11-11,companies/contracts/I6Wk0mDtMWNkMX5FXGN9FbLJKyZopfdp0zsZDw1p.pdf,Удалить А,30,Удалить нужно,7715255755,,,,,,,,,,,,4,"0",,
472,ТОО IRBIS LOGISTIC,221240024943,"0","0",2026-02-16 15:49:37,2026-03-02 13:09:48,,,3531,,"0",,1111,1111-11-11,companies/contracts/0AHPWB1ikNLUa6NfdSAspdmkjKdk6OR5WATyxEOy.pdf,Акилова Д,2,"г. Алматы, пр. Суюнбая 258/4",7474030739,,,,,,,"0",,,,service_tariff,11,"0",,
176,АО ЛОТТЕ РАХАТ,920540000128,"0","0",,2026-03-04 17:23:13,,,3531,companies/lQhBDrjVrKkYeAJwNJxcDGNmtb1hAdSslCj97uVu.jpg,"0",,174,2025-05-30,companies/contracts/OVll5ESdKrioCMXVwdOv3pZEHQoJbWtgOak2wM7a.pdf,Ахраров А,2,"г. Алматы, ул. Зенкова, дом 2а",7771112211,,,,,,,"0",,,,service_tariff,6,"0",,
471,ТОО Компания Фудмастер-Трейд в г. Актау,"091241013954","0","0",2026-02-12 11:44:44,2026-02-12 11:44:44,,,3531,,"0",,60-26,2026-02-01,companies/contracts/cIgb1Qf9fwWJamCpoZL7rB21xXhYvyH85HuR7Tle.jpg,Конысбаева Г,4,"Промзона 1, Арыстан-1 база, 81 гимарат",7011211534,,,,,,,"0",,,,,2,"0",,
455,Актауский филиал ТОО KDV Казахстан,170141010693,"0","0",2025-12-24 15:51:38,2025-12-24 15:51:38,,,3531,,"0",,23-26,2025-12-24,companies/contracts/bzZGb9IPLCmWK205HDjovrYOYTvMM3iEfaqNmLZ2.pdf,Кинаятов Ф,4,Промзона 6,7011211534,,,,,,,"0",,,,,2,"0",,
446,Тест Бактияр,"01234567898","0","0",2025-12-02 17:36:23,2026-03-02 15:14:12,,,3531,,"0",,1111,1111-11-11,companies/contracts/LPdLL0dYLL1JB5oJ2wnNwPLjw2J6xaoqgBajMRYL.pdf,Арғын Б С,1,"Астана, Ул. Кажымухана, 12а, офис 708",7777396704,itadm@unigroup.kz,,,,,,"0",,,,agent,3,"0",,
462,ОСОО Юнигрупп,"012313213456","0","0",2026-01-15 15:05:31,2026-01-15 15:05:31,,,3531,,"0",,1111,1111-11-11,companies/contracts/Kw6IFjqd8ACiYPtOarEnPSWoLD7V4bwxfIi7fNzB.pdf,Аргын Б,8,г. Бишкек ул. М. Горького 142,9961234568,,,,,,,"0",,,,,4,"0",,
473,Кондитерский дом Куликовский,"01402200710216","0","0",2026-02-17 10:40:03,2026-02-17 10:40:03,,,3531,companies/SMJsEiHB4zIAYUlFVgRYlSNBRaNlIp330vactKzQ.png,"0",,163-25,2025-10-06,companies/contracts/3c0sCaCDUBRCmprepDqoyGvkdnuYaFKI0b1fur9n.pdf,КОРШУНОВ С,8,"Кыргызская Республика, г. Бишкек, ул. Алматинская 2","0552447477",,,,,,,"0",,,,,4,"0",,
448,ТОО СКИФ ФУД,241040019180,"0","0",2025-12-02 18:22:35,2025-12-02 18:22:35,,,3531,,"0",,1111,1111-11-22,companies/contracts/qD514xXQOTTGtuoaUISmeEMFBAI0zeRNiMC8xHl3.pdf,Карибаева Д,1,г. Астана ул. Субханбердина 2/1,7056026664,,,,,,,"0",,,,,11,"0",,
451,ТОО KAZ MILL EXPORT,250540032899,"0","0",2025-12-05 15:22:54,2025-12-05 15:22:54,,,3531,,"0",,1111,1111-11-11,companies/contracts/7vNtYdHJtZxBnGBKbNwatmahbY5OpVOX08EQwmuU.pdf,Айтпеков А,13,Проспект Назарбаева 125,7056026664,,,,,,,"0",,,,,7,"0",,
